trade_id,action,open_time,close_time,entry_price,initial_sl,tp,lot_size,close_price,close_reason,stage_at_close,pnl_usd,r_multiple,initial_risk_points,signal_time,h1_bias,h4_bias,integrated_bias,bias_alignment,session_label,day_of_week,mfe_r,mae_r
21,SELL,2024-10-01 09:36:00+00:00,2024-10-01 09:36:00+00:00,2665.384,2666.591,2662.3665,0.85,2662.5665,FULL_EXIT,TRAILING,182.84,1.782,120.70000000001397,2024-10-01 09:35:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,3.405,0.041
22,SELL,2024-10-01 09:42:00+00:00,2024-10-01 09:42:00+00:00,2665.094,2666.301,2662.0765,0.88,2667.205,SL,ENTRY,-191.93,-1.807,120.70000000001397,2024-10-01 09:41:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,0.171,1.749
23,SELL,2024-10-01 09:43:00+00:00,2024-10-01 09:43:00+00:00,2665.964,2667.171,2662.9465,0.85,2666.705,TRAIL_SL,BREAKEVEN,-68.93,-0.672,120.70000000001397,2024-10-01 09:42:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,1.325,0.614
24,SELL,2024-10-01 09:51:00+00:00,2024-10-01 09:51:00+00:00,2669.635,2670.842,2666.6175,0.83,2670.285,TRAIL_SL,BREAKEVEN,-59.76,-0.597,120.70000000001397,2024-10-01 09:50:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,1.219,0.539
25,SELL,2024-10-01 09:56:00+00:00,2024-10-01 09:56:00+00:00,2670.445,2671.652,2667.4275,0.82,2671.735,TRAIL_SL,PARTIAL_CLOSED,7.4,0.075,120.70000000001397,2024-10-01 09:55:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,1.63,1.069
26,SELL,2024-10-01 09:57:00+00:00,2024-10-01 09:57:00+00:00,2670.505,2671.712,2667.4875,0.83,2670.985,TRAIL_SL,BREAKEVEN,-45.65,-0.456,120.70000000001397,2024-10-01 09:56:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,1.11,0.398
27,BUY,2024-10-01 10:10:00+00:00,2024-10-01 10:11:00+00:00,2665.045,2663.838,2668.0625,0.82,2663.975,TRAIL_SL,TRAILING,16.42,0.166,120.70000000001397,2024-10-01 10:09:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,2.162,0.969
28,BUY,2024-10-01 10:11:00+00:00,2024-10-01 10:11:00+00:00,2664.225,2663.018,2667.2425,0.82,2667.0425,FULL_EXIT,TRAILING,175.81,1.776,120.70000000001397,2024-10-01 10:10:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,2.842,0.207
29,BUY,2024-10-01 10:14:00+00:00,2024-10-01 10:14:00+00:00,2663.905,2662.698,2666.9225,0.85,2663.645,TRAIL_SL,PARTIAL_CLOSED,50.51,0.492,120.70000000001397,2024-10-01 10:13:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,1.93,0.215
30,BUY,2024-10-01 10:17:00+00:00,2024-10-01 10:17:00+00:00,2662.418,2661.211,2665.4355,0.86,2660.638,SL,ENTRY,-159.1,-1.533,120.70000000001397,2024-10-01 10:16:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,0.0,1.475
31,BUY,2024-10-01 10:18:00+00:00,2024-10-01 10:18:00+00:00,2661.115,2659.908,2664.1325,0.83,2657.248,SL,ENTRY,-326.77,-3.262,120.70000000001397,2024-10-01 10:17:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,0.0,3.204
32,BUY,2024-10-01 10:19:00+00:00,2024-10-01 10:20:00+00:00,2659.335,2658.128,2662.3525,0.78,2657.874,TRAIL_SL,PARTIAL_CLOSED,0.37,0.004,120.70000000001397,2024-10-01 10:18:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,1.508,1.21
33,BUY,2024-10-01 10:20:00+00:00,2024-10-01 10:20:00+00:00,2659.085,2657.878,2662.1025,0.78,2657.874,TRAIL_SL,PARTIAL_CLOSED,10.12,0.107,120.70000000001397,2024-10-01 10:19:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,1.715,1.003
35,BUY,2024-10-01 10:57:00+00:00,2024-10-01 10:57:00+00:00,2659.744,2658.537,2662.7615,0.78,2658.375,SL,ENTRY,-112.24,-1.192,120.70000000001397,2024-10-01 10:56:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,0.0,1.134
34,BUY,2024-10-01 10:56:00+00:00,2024-10-01 10:58:00+00:00,2659.555,2658.348,2662.5725,0.78,2658.325,SL,ENTRY,-101.4,-1.077,120.70000000001397,2024-10-01 10:55:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,0.522,1.019
37,BUY,2024-10-01 10:59:00+00:00,2024-10-01 11:01:00+00:00,2659.018,2657.811,2662.0355,0.74,2657.778,SL,ENTRY,-96.94,-1.085,120.70000000001397,2024-10-01 10:58:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,0.702,1.027
36,BUY,2024-10-01 10:58:00+00:00,2024-10-01 11:06:00+00:00,2658.758,2657.551,2661.7755,0.76,2656.368,TRAIL_SL,PARTIAL_CLOSED,-34.94,-0.381,120.70000000001397,2024-10-01 10:57:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,1.779,1.98
38,BUY,2024-10-01 11:01:00+00:00,2024-10-01 11:06:00+00:00,2658.628,2657.421,2661.6455,0.74,2656.368,TRAIL_SL,PARTIAL_CLOSED,-29.21,-0.327,120.70000000001397,2024-10-01 11:00:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,1.886,1.872
39,BUY,2024-10-01 11:07:00+00:00,2024-10-01 11:07:00+00:00,2656.488,2655.281,2659.5055,0.72,2654.748,SL,ENTRY,-130.32,-1.5,120.70000000001397,2024-10-01 11:06:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,0.356,1.442
40,BUY,2024-10-01 11:08:00+00:00,2024-10-01 11:08:00+00:00,2655.298,2654.091,2658.3155,0.7,2654.385,TRAIL_SL,BREAKEVEN,-68.81,-0.814,120.70000000001397,2024-10-01 11:07:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,1.075,0.756
41,BUY,2024-10-01 11:09:00+00:00,2024-10-01 11:09:00+00:00,2655.384,2654.177,2658.4015,0.68,2654.125,SL,ENTRY,-90.37,-1.101,120.70000000001397,2024-10-01 11:08:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,0.374,1.043
42,BUY,2024-10-01 11:10:00+00:00,2024-10-01 11:12:00+00:00,2654.408,2653.201,2657.4255,0.67,2657.2255,FULL_EXIT,TRAILING,143.04,1.769,120.70000000001397,2024-10-01 11:09:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,3.883,0.522
43,BUY,2024-10-01 11:11:00+00:00,2024-10-01 11:12:00+00:00,2654.708,2653.501,2657.7255,0.67,2657.5255,FULL_EXIT,TRAILING,143.04,1.769,120.70000000001397,2024-10-01 11:10:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,3.635,0.771
44,SELL,2024-10-01 11:16:00+00:00,2024-10-01 11:16:00+00:00,2661.248,2662.455,2658.2305,0.72,2662.658,SL,ENTRY,-106.56,-1.226,120.70000000001397,2024-10-01 11:15:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,0.033,1.168
45,SELL,2024-10-01 11:17:00+00:00,2024-10-01 11:22:00+00:00,2662.598,2663.805,2659.5805,0.7,2663.935,SL,ENTRY,-98.49,-1.166,120.70000000001397,2024-10-01 11:16:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,0.972,1.108
46,SELL,2024-10-01 11:18:00+00:00,2024-10-01 11:22:00+00:00,2662.585,2663.792,2659.5675,0.7,2663.935,SL,ENTRY,-99.4,-1.176,120.70000000001397,2024-10-01 11:17:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,0.961,1.118
47,SELL,2024-10-01 11:23:00+00:00,2024-10-01 11:27:00+00:00,2663.795,2665.002,2660.7775,0.67,2665.265,SL,ENTRY,-103.18,-1.276,120.70000000001397,2024-10-01 11:22:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,0.853,1.218
48,BUY,2024-10-01 11:39:00+00:00,2024-10-01 11:39:00+00:00,2662.005,2660.798,2665.0225,0.65,2661.375,TRAIL_SL,BREAKEVEN,-45.5,-0.58,120.70000000001397,2024-10-01 11:38:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,1.417,0.522
49,BUY,2024-10-01 11:42:00+00:00,2024-10-01 11:42:00+00:00,2661.305,2660.098,2664.3225,0.64,2659.945,SL,ENTRY,-91.52,-1.185,120.70000000001397,2024-10-01 11:41:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,0.264,1.127
50,BUY,2024-10-01 11:43:00+00:00,2024-10-01 11:45:00+00:00,2660.164,2658.957,2663.1815,0.63,2659.595,TRAIL_SL,BREAKEVEN,-40.26,-0.529,120.70000000001397,2024-10-01 11:42:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,1.161,0.944
51,BUY,2024-10-01 11:44:00+00:00,2024-10-01 11:45:00+00:00,2660.145,2658.938,2663.1625,0.63,2659.595,TRAIL_SL,BREAKEVEN,-39.06,-0.514,120.70000000001397,2024-10-01 11:43:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,1.176,0.928
52,SELL,2024-10-01 12:00:00+00:00,2024-10-01 12:08:00+00:00,2663.225,2664.432,2660.2075,0.61,2663.585,TRAIL_SL,PARTIAL_CLOSED,32.89,0.447,120.70000000001397,2024-10-01 11:59:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,1.732,0.489
53,SELL,2024-10-01 12:01:00+00:00,2024-10-01 12:08:00+00:00,2663.498,2664.705,2660.4805,0.61,2663.585,TRAIL_SL,PARTIAL_CLOSED,41.35,0.562,120.70000000001397,2024-10-01 12:00:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,1.958,0.097
56,SELL,2024-10-01 12:12:00+00:00,2024-10-01 12:17:00+00:00,2664.815,2666.022,2661.7975,0.63,2664.895,TRAIL_SL,BREAKEVEN,-9.45,-0.124,120.70000000001397,2024-10-01 12:11:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,1.168,0.259
54,SELL,2024-10-01 12:10:00+00:00,2024-10-01 12:24:00+00:00,2664.605,2665.812,2661.5875,0.63,2664.625,TRAIL_SL,PARTIAL_CLOSED,46.51,0.612,120.70000000001397,2024-10-01 12:09:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,1.864,0.433
55,SELL,2024-10-01 12:11:00+00:00,2024-10-01 12:24:00+00:00,2664.498,2665.705,2661.4805,0.63,2664.625,TRAIL_SL,PARTIAL_CLOSED,43.19,0.568,120.70000000001397,2024-10-01 12:10:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,1.775,0.522
57,SELL,2024-10-01 12:27:00+00:00,2024-10-01 12:28:00+00:00,2666.735,2667.942,2663.7175,0.64,2666.978,TRAIL_SL,BREAKEVEN,-20.03,-0.259,120.70000000001397,2024-10-01 12:26:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,1.017,0.605
58,SELL,2024-10-01 12:28:00+00:00,2024-10-01 12:28:00+00:00,2666.815,2668.022,2663.7975,0.64,2666.978,TRAIL_SL,BREAKEVEN,-14.91,-0.193,120.70000000001397,2024-10-01 12:27:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,1.083,0.135
59,SELL,2024-10-01 12:33:00+00:00,2024-10-01 12:33:00+00:00,2669.445,2670.652,2666.4275,0.63,2670.514,TRAIL_SL,BREAKEVEN,-71.76,-0.944,120.70000000001397,2024-10-01 12:32:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,1.282,0.886
60,SELL,2024-10-01 12:34:00+00:00,2024-10-01 12:34:00+00:00,2667.874,2669.081,2664.8565,0.62,2668.065,TRAIL_SL,PARTIAL_CLOSED,39.66,0.53,120.70000000001397,2024-10-01 12:33:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,1.715,0.158
61,SELL,2024-10-01 12:37:00+00:00,2024-10-01 12:39:00+00:00,2669.255,2670.462,2666.2375,0.63,2671.374,SL,ENTRY,-137.91,-1.814,120.70000000001397,2024-10-01 12:36:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,0.961,1.756
62,SELL,2024-10-01 12:40:00+00:00,2024-10-01 12:40:00+00:00,2671.154,2672.361,2668.1365,0.61,2671.228,TRAIL_SL,PARTIAL_CLOSED,41.75,0.567,120.70000000001397,2024-10-01 12:39:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,1.786,0.061
63,SELL,2024-10-01 12:49:00+00:00,2024-10-01 12:56:00+00:00,2671.375,2672.582,2668.3575,0.61,2670.508,TRAIL_SL,TRAILING,70.92,0.963,120.70000000001397,2024-10-01 12:48:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,2.063,0.872
64,BUY,2024-10-01 12:59:00+00:00,2024-10-01 13:00:00+00:00,2666.325,2665.118,2669.3425,0.62,2664.105,SL,ENTRY,-141.98,-1.897,120.70000000001397,2024-10-01 12:58:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,0.572,1.839
65,BUY,2024-10-01 13:00:00+00:00,2024-10-01 13:00:00+00:00,2666.565,2665.358,2669.5825,0.62,2664.105,SL,ENTRY,-156.86,-2.096,120.70000000001397,2024-10-01 12:59:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,LONDON,Tuesday,0.0,2.038
66,BUY,2024-10-01 13:01:00+00:00,2024-10-01 13:02:00+00:00,2665.245,2664.038,2668.2625,0.57,2665.184,TRAIL_SL,BREAKEVEN,-7.47,-0.109,120.70000000001397,2024-10-01 13:00:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,OVERLAP,Tuesday,1.35,0.671
67,BUY,2024-10-01 13:02:00+00:00,2024-10-01 13:02:00+00:00,2665.495,2664.288,2668.5125,0.57,2665.184,TRAIL_SL,BREAKEVEN,-21.72,-0.316,120.70000000001397,2024-10-01 13:01:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,OVERLAP,Tuesday,1.143,0.258
68,BUY,2024-10-01 13:04:00+00:00,2024-10-01 13:08:00+00:00,2665.095,2663.888,2668.1125,0.57,2667.9125,FULL_EXIT,TRAILING,122.81,1.785,120.70000000001397,2024-10-01 13:03:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,OVERLAP,Tuesday,2.51,0.787
69,BUY,2024-10-01 13:05:00+00:00,2024-10-01 13:08:00+00:00,2665.018,2663.811,2668.0355,0.57,2667.8355,FULL_EXIT,TRAILING,122.81,1.785,120.70000000001397,2024-10-01 13:04:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,OVERLAP,Tuesday,2.574,0.367
70,SELL,2024-10-01 13:14:00+00:00,2024-10-01 13:16:00+00:00,2670.394,2671.601,2667.3765,0.61,2670.975,TRAIL_SL,PARTIAL_CLOSED,26.03,0.354,120.70000000001397,2024-10-01 13:13:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Tuesday,1.977,0.978
71,SELL,2024-10-01 13:15:00+00:00,2024-10-01 13:16:00+00:00,2670.995,2672.202,2667.9775,0.61,2670.975,TRAIL_SL,TRAILING,44.67,0.607,120.70000000001397,2024-10-01 13:14:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Tuesday,2.475,0.48
72,BUY,2024-10-01 13:34:00+00:00,2024-10-01 13:34:00+00:00,2664.755,2663.548,2667.7725,0.62,2663.258,SL,ENTRY,-97.15,-1.298,120.70000000001397,2024-10-01 13:33:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,OVERLAP,Tuesday,0.0,1.24
73,BUY,2024-10-01 13:35:00+00:00,2024-10-01 13:36:00+00:00,2664.025,2662.818,2667.0425,0.61,2662.505,SL,ENTRY,-96.99,-1.317,120.70000000001397,2024-10-01 13:34:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,OVERLAP,Tuesday,0.754,1.259
74,BUY,2024-10-01 13:36:00+00:00,2024-10-01 13:36:00+00:00,2663.955,2662.748,2666.9725,0.61,2662.505,SL,ENTRY,-92.72,-1.259,120.70000000001397,2024-10-01 13:35:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,OVERLAP,Tuesday,0.0,1.201
75,BUY,2024-10-01 13:37:00+00:00,2024-10-01 13:37:00+00:00,2663.665,2662.458,2666.6825,0.57,2661.144,SL,ENTRY,-147.69,-2.147,120.70000000001397,2024-10-01 13:36:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,OVERLAP,Tuesday,0.0,2.089
77,BUY,2024-10-01 13:39:00+00:00,2024-10-01 13:40:00+00:00,2662.565,2661.358,2665.5825,0.55,2661.355,SL,ENTRY,-70.4,-1.06,120.70000000001397,2024-10-01 13:38:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,OVERLAP,Tuesday,0.058,1.002
76,BUY,2024-10-01 13:38:00+00:00,2024-10-01 13:44:00+00:00,2662.325,2661.118,2665.3425,0.55,2665.1425,FULL_EXIT,TRAILING,117.32,1.767,120.70000000001397,2024-10-01 13:37:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,OVERLAP,Tuesday,2.519,0.925
78,BUY,2024-10-01 13:40:00+00:00,2024-10-01 13:44:00+00:00,2661.935,2660.728,2664.9525,0.55,2664.7525,FULL_EXIT,TRAILING,117.32,1.767,120.70000000001397,2024-10-01 13:39:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,OVERLAP,Tuesday,2.842,0.602
79,BUY,2024-10-01 14:09:00+00:00,2024-10-01 14:11:00+00:00,2660.415,2659.208,2663.4325,0.58,2658.658,SL,ENTRY,-105.97,-1.514,120.70000000001397,2024-10-01 14:08:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,OVERLAP,Tuesday,0.307,1.456
80,BUY,2024-10-01 14:10:00+00:00,2024-10-01 14:11:00+00:00,2660.235,2659.028,2663.2525,0.58,2658.658,SL,ENTRY,-95.53,-1.365,120.70000000001397,2024-10-01 14:09:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,OVERLAP,Tuesday,0.224,1.307
81,BUY,2024-10-01 14:11:00+00:00,2024-10-01 14:11:00+00:00,2660.065,2658.858,2663.0825,0.58,2658.658,SL,ENTRY,-85.67,-1.224,120.70000000001397,2024-10-01 14:10:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,OVERLAP,Tuesday,0.0,1.166
82,BUY,2024-10-01 14:12:00+00:00,2024-10-01 14:13:00+00:00,2659.895,2658.688,2662.9125,0.53,2657.425,SL,ENTRY,-134.62,-2.104,120.70000000001397,2024-10-01 14:11:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,OVERLAP,Tuesday,0.019,2.046
83,BUY,2024-10-01 14:13:00+00:00,2024-10-01 14:13:00+00:00,2659.735,2658.528,2662.7525,0.53,2657.425,SL,ENTRY,-126.14,-1.972,120.70000000001397,2024-10-01 14:12:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,OVERLAP,Tuesday,0.0,1.914
84,BUY,2024-10-01 14:14:00+00:00,2024-10-01 14:20:00+00:00,2658.375,2657.168,2661.3925,0.49,2659.095,TRAIL_SL,TRAILING,53.22,0.9,120.70000000001397,2024-10-01 14:13:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,OVERLAP,Tuesday,2.179,0.613
85,BUY,2024-10-01 14:17:00+00:00,2024-10-01 14:20:00+00:00,2658.538,2657.331,2661.5555,0.49,2659.095,TRAIL_SL,TRAILING,49.15,0.831,120.70000000001397,2024-10-01 14:16:00+00:00,BEARISH,BEARISH,BEARISH,COUNTER_TREND,OVERLAP,Tuesday,2.044,0.334
86,SELL,2024-10-01 14:31:00+00:00,2024-10-01 14:35:00+00:00,2662.578,2663.785,2659.5605,0.5,2663.815,SL,ENTRY,-65.35,-1.083,120.70000000001397,2024-10-01 14:30:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Tuesday,0.044,1.025
