trade_id,action,open_time,close_time,entry_price,initial_sl,tp,lot_size,close_price,close_reason,stage_at_close,pnl_usd,r_multiple,initial_risk_points,signal_time,h1_bias,h4_bias,integrated_bias,bias_alignment,session_label,day_of_week,mfe_r,mae_r
11,SELL,2024-11-12 11:02:00+00:00,2024-11-12 11:07:00+00:00,2599.215,2600.72375,2595.44312,1.21,2601.265,SL,ENTRY,-256.52,-1.405,150.87500000001745,2024-11-12 11:01:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,0.522,1.359
12,SELL,2024-11-12 11:11:00+00:00,2024-11-12 11:17:00+00:00,2602.648,2604.15675,2598.87612,1.17,2600.635,TRAIL_SL,TRAILING,230.24,1.304,150.87500000001745,2024-11-12 11:10:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,2.494,0.888
14,SELL,2024-11-12 11:16:00+00:00,2024-11-12 11:17:00+00:00,2599.045,2600.55375,2595.27312,1.17,2600.635,SL,ENTRY,-194.22,-1.1,150.87500000001745,2024-11-12 11:15:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,0.106,1.054
13,SELL,2024-11-12 11:15:00+00:00,2024-11-12 11:18:00+00:00,2599.644,2601.15275,2595.87212,1.17,2601.628,SL,ENTRY,-240.32,-1.361,150.87500000001745,2024-11-12 11:14:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,0.503,1.315
16,SELL,2024-11-12 11:32:00+00:00,2024-11-12 11:35:00+00:00,2598.745,2600.25375,2594.97312,1.15,2600.315,SL,ENTRY,-188.6,-1.087,150.87500000001745,2024-11-12 11:31:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,0.345,1.041
17,SELL,2024-11-12 11:33:00+00:00,2024-11-12 11:35:00+00:00,2598.455,2599.96375,2594.68312,1.15,2600.315,SL,ENTRY,-221.95,-1.279,150.87500000001745,2024-11-12 11:32:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,0.152,1.233
15,SELL,2024-11-12 11:27:00+00:00,2024-11-12 11:36:00+00:00,2599.085,2600.59375,2595.31312,1.15,2600.645,SL,ENTRY,-187.45,-1.08,150.87500000001745,2024-11-12 11:26:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,0.57,1.034
19,SELL,2024-11-12 11:39:00+00:00,2024-11-12 11:40:00+00:00,2599.265,2600.77375,2595.49312,1.07,2600.965,SL,ENTRY,-189.39,-1.173,150.87500000001745,2024-11-12 11:38:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,0.232,1.127
18,SELL,2024-11-12 11:38:00+00:00,2024-11-12 11:41:00+00:00,2599.655,2601.16375,2595.88312,1.07,2601.415,SL,ENTRY,-195.81,-1.213,150.87500000001745,2024-11-12 11:37:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,0.49,1.167
20,SELL,2024-11-12 11:42:00+00:00,2024-11-12 12:04:00+00:00,2600.295,2601.80375,2596.52312,1.02,2596.72312,FULL_EXIT,TRAILING,280.25,1.821,150.87500000001745,2024-11-12 11:41:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,2.505,0.815
21,SELL,2024-11-12 11:52:00+00:00,2024-11-12 12:04:00+00:00,2599.915,2601.42375,2596.14312,1.02,2598.905,TRAIL_SL,TRAILING,149.59,0.972,150.87500000001745,2024-11-12 11:51:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,2.254,0.994
22,SELL,2024-11-12 11:57:00+00:00,2024-11-12 12:04:00+00:00,2599.915,2601.42375,2596.14312,1.02,2598.905,TRAIL_SL,TRAILING,149.59,0.972,150.87500000001745,2024-11-12 11:56:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,2.254,0.742
23,SELL,2024-11-12 12:01:00+00:00,2024-11-12 12:04:00+00:00,2600.144,2601.65275,2596.37212,1.02,2598.905,TRAIL_SL,TRAILING,161.27,1.048,150.87500000001745,2024-11-12 12:00:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,2.405,0.286
24,SELL,2024-11-12 12:02:00+00:00,2024-11-12 12:04:00+00:00,2599.625,2601.13375,2595.85312,1.02,2598.905,TRAIL_SL,TRAILING,134.8,0.876,150.87500000001745,2024-11-12 12:01:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,2.061,0.046
27,SELL,2024-11-12 12:09:00+00:00,2024-11-12 12:11:00+00:00,2596.195,2597.70375,2592.42312,1.13,2596.505,TRAIL_SL,BREAKEVEN,-42.94,-0.252,150.87500000001745,2024-11-12 12:08:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,1.306,0.205
25,SELL,2024-11-12 12:05:00+00:00,2024-11-12 12:13:00+00:00,2597.145,2598.65375,2593.37312,1.13,2593.57312,FULL_EXIT,TRAILING,311.22,1.825,150.87500000001745,2024-11-12 12:04:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,2.598,0.411
26,SELL,2024-11-12 12:06:00+00:00,2024-11-12 12:15:00+00:00,2596.745,2598.25375,2592.97312,1.13,2594.535,TRAIL_SL,TRAILING,233.6,1.37,150.87500000001745,2024-11-12 12:05:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,2.424,0.517
28,SELL,2024-11-12 12:12:00+00:00,2024-11-12 12:22:00+00:00,2594.385,2595.89375,2590.61312,1.13,2594.465,TRAIL_SL,BREAKEVEN,-16.95,-0.099,150.87500000001745,2024-11-12 12:11:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,1.379,0.225
29,SELL,2024-11-12 12:13:00+00:00,2024-11-12 12:22:00+00:00,2594.115,2595.62375,2590.34312,1.13,2594.465,TRAIL_SL,BREAKEVEN,-47.46,-0.278,150.87500000001745,2024-11-12 12:12:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,1.2,0.278
30,SELL,2024-11-12 12:21:00+00:00,2024-11-12 12:22:00+00:00,2592.935,2594.44375,2589.16312,1.2,2594.465,SL,ENTRY,-192.0,-1.06,150.87500000001745,2024-11-12 12:20:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,0.192,1.014
31,SELL,2024-11-12 12:29:00+00:00,2024-11-12 12:32:00+00:00,2593.078,2594.58675,2589.30612,1.17,2595.085,SL,ENTRY,-243.01,-1.377,150.87500000001745,2024-11-12 12:28:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,0.0,1.33
32,SELL,2024-11-12 12:37:00+00:00,2024-11-12 12:50:00+00:00,2595.615,2597.12375,2591.84312,1.13,2595.605,TRAIL_SL,BREAKEVEN,-6.78,-0.04,150.87500000001745,2024-11-12 12:36:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,1.299,0.908
34,SELL,2024-11-12 12:49:00+00:00,2024-11-12 12:50:00+00:00,2593.795,2595.30375,2590.02312,1.13,2595.605,SL,ENTRY,-212.44,-1.246,150.87500000001745,2024-11-12 12:48:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,0.0,1.2
33,SELL,2024-11-12 12:45:00+00:00,2024-11-12 12:51:00+00:00,2594.555,2596.06375,2590.78312,1.13,2597.035,SL,ENTRY,-288.15,-1.69,150.87500000001745,2024-11-12 12:44:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,0.597,1.644
36,SELL,2024-11-12 13:02:00+00:00,2024-11-12 13:05:00+00:00,2597.405,2598.91375,2593.63312,1.07,2599.415,SL,ENTRY,-222.56,-1.379,150.87500000001745,2024-11-12 13:01:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Tuesday,0.0,1.332
35,SELL,2024-11-12 12:58:00+00:00,2024-11-12 13:10:00+00:00,2598.215,2599.72375,2594.44312,1.07,2600.535,SL,ENTRY,-255.73,-1.584,150.87500000001745,2024-11-12 12:57:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,0.775,1.538
37,SELL,2024-11-12 13:08:00+00:00,2024-11-12 13:10:00+00:00,2598.985,2600.49375,2595.21312,1.04,2600.535,SL,ENTRY,-168.48,-1.074,150.87500000001745,2024-11-12 13:07:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Tuesday,0.292,1.027
38,SELL,2024-11-12 13:16:00+00:00,2024-11-12 13:18:00+00:00,2600.015,2601.52375,2596.24312,0.98,2601.975,SL,ENTRY,-198.94,-1.345,150.87500000001745,2024-11-12 13:15:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Tuesday,0.0,1.299
41,SELL,2024-11-12 13:39:00+00:00,2024-11-12 13:46:00+00:00,2597.128,2598.63675,2593.35612,0.95,2598.645,SL,ENTRY,-150.77,-1.052,150.87500000001745,2024-11-12 13:38:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Tuesday,0.552,1.005
39,SELL,2024-11-12 13:31:00+00:00,2024-11-12 13:52:00+00:00,2598.814,2600.32275,2595.04212,0.95,2598.885,TRAIL_SL,PARTIAL_CLOSED,86.91,0.606,150.87500000001745,2024-11-12 13:30:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Tuesday,1.67,0.047
40,SELL,2024-11-12 13:33:00+00:00,2024-11-12 13:53:00+00:00,2597.394,2598.90275,2593.62212,0.95,2598.915,SL,ENTRY,-151.15,-1.055,150.87500000001745,2024-11-12 13:32:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Tuesday,0.728,1.008
42,SELL,2024-11-12 14:16:00+00:00,2024-11-12 14:21:00+00:00,2598.835,2600.34375,2595.06312,0.93,2600.355,SL,ENTRY,-147.87,-1.054,150.87500000001745,2024-11-12 14:15:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Tuesday,0.053,1.007
43,SELL,2024-11-12 14:25:00+00:00,2024-11-12 14:43:00+00:00,2600.535,2602.04375,2596.76312,0.91,2600.465,TRAIL_SL,BREAKEVEN,-0.0,-0.0,150.87500000001745,2024-11-12 14:24:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Tuesday,1.133,0.338
44,SELL,2024-11-12 14:32:00+00:00,2024-11-12 15:02:00+00:00,2599.905,2601.41375,2596.13312,0.91,2598.325,TRAIL_SL,TRAILING,159.63,1.163,150.87500000001745,2024-11-12 14:31:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Tuesday,2.26,0.404
45,SELL,2024-11-12 14:36:00+00:00,2024-11-12 15:02:00+00:00,2599.675,2601.18375,2595.90312,0.91,2598.325,TRAIL_SL,TRAILING,149.28,1.087,150.87500000001745,2024-11-12 14:35:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Tuesday,2.108,0.557
46,SELL,2024-11-12 14:53:00+00:00,2024-11-12 15:10:00+00:00,2598.985,2600.49375,2595.21312,0.91,2595.41312,FULL_EXIT,TRAILING,249.27,1.816,150.87500000001745,2024-11-12 14:52:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Tuesday,2.643,0.285
48,SELL,2024-11-12 15:05:00+00:00,2024-11-12 15:12:00+00:00,2596.835,2598.34375,2593.06312,0.95,2597.025,TRAIL_SL,BREAKEVEN,-24.7,-0.172,150.87500000001745,2024-11-12 15:04:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Tuesday,1.218,0.351
49,SELL,2024-11-12 15:09:00+00:00,2024-11-12 15:14:00+00:00,2596.175,2597.68375,2592.40312,0.95,2597.795,SL,ENTRY,-160.55,-1.12,150.87500000001745,2024-11-12 15:08:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Tuesday,0.78,1.074
47,SELL,2024-11-12 15:00:00+00:00,2024-11-12 15:15:00+00:00,2597.975,2599.48375,2594.20312,0.91,2598.235,TRAIL_SL,PARTIAL_CLOSED,76.83,0.56,150.87500000001745,2024-11-12 14:59:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Tuesday,1.973,0.418
50,SELL,2024-11-12 15:36:00+00:00,2024-11-12 15:41:00+00:00,2597.944,2599.45275,2594.17212,0.97,2599.798,SL,ENTRY,-186.63,-1.275,150.87500000001745,2024-11-12 15:35:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Tuesday,0.013,1.229
51,SELL,2024-11-13 09:53:00+00:00,2024-11-13 09:53:00+00:00,2602.545,2604.05375,2598.77312,0.94,2602.624,TRAIL_SL,BREAKEVEN,-14.01,-0.099,150.87500000001745,2024-11-13 09:52:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,1.067,0.052
52,SELL,2024-11-13 09:56:00+00:00,2024-11-13 09:57:00+00:00,2602.355,2603.86375,2598.58312,0.94,2604.825,SL,ENTRY,-238.76,-1.684,150.87500000001745,2024-11-13 09:55:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.033,1.637
53,SELL,2024-11-13 10:00:00+00:00,2024-11-13 10:00:00+00:00,2601.875,2603.38375,2598.10312,0.91,2602.935,TRAIL_SL,PARTIAL_CLOSED,40.83,0.297,150.87500000001745,2024-11-13 09:59:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,1.697,0.703
54,SELL,2024-11-13 10:01:00+00:00,2024-11-13 10:02:00+00:00,2598.935,2600.44375,2595.16312,0.91,2600.875,SL,ENTRY,-182.91,-1.332,150.87500000001745,2024-11-13 10:00:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.278,1.286
56,SELL,2024-11-13 10:04:00+00:00,2024-11-13 10:04:00+00:00,2598.805,2600.31375,2595.03312,0.89,2600.595,SL,ENTRY,-165.54,-1.233,150.87500000001745,2024-11-13 10:03:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.033,1.186
55,SELL,2024-11-13 10:03:00+00:00,2024-11-13 10:05:00+00:00,2599.365,2600.87375,2595.59312,0.89,2600.475,TRAIL_SL,PARTIAL_CLOSED,37.77,0.281,150.87500000001745,2024-11-13 10:02:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,1.697,0.815
57,SELL,2024-11-13 10:08:00+00:00,2024-11-13 10:08:00+00:00,2593.725,2595.23375,2589.95312,0.87,2597.475,SL,ENTRY,-332.34,-2.532,150.87500000001745,2024-11-13 10:07:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.0,2.486
58,SELL,2024-11-13 10:12:00+00:00,2024-11-13 10:13:00+00:00,2597.405,2598.91375,2593.63312,0.83,2597.515,TRAIL_SL,BREAKEVEN,-14.94,-0.119,150.87500000001745,2024-11-13 10:11:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,1.319,0.809
60,SELL,2024-11-13 10:23:00+00:00,2024-11-13 10:24:00+00:00,2598.385,2599.89375,2594.61312,0.83,2600.085,SL,ENTRY,-146.91,-1.173,150.87500000001745,2024-11-13 10:22:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.378,1.127
59,SELL,2024-11-13 10:21:00+00:00,2024-11-13 10:30:00+00:00,2599.115,2600.62375,2595.34312,0.83,2599.315,TRAIL_SL,PARTIAL_CLOSED,70.38,0.562,150.87500000001745,2024-11-13 10:20:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,1.518,0.669
61,SELL,2024-11-13 10:28:00+00:00,2024-11-13 10:30:00+00:00,2598.375,2599.88375,2594.60312,0.81,2599.315,TRAIL_SL,BREAKEVEN,-81.81,-0.669,150.87500000001745,2024-11-13 10:27:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,1.027,0.623
62,SELL,2024-11-13 10:35:00+00:00,2024-11-13 10:36:00+00:00,2598.375,2599.88375,2594.60312,0.8,2600.185,SL,ENTRY,-150.4,-1.246,150.87500000001745,2024-11-13 10:34:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.119,1.2
63,SELL,2024-11-13 10:58:00+00:00,2024-11-13 11:09:00+00:00,2604.585,2606.09375,2600.81312,0.78,2604.785,TRAIL_SL,PARTIAL_CLOSED,67.2,0.571,150.87500000001745,2024-11-13 10:57:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,1.511,0.848
64,SELL,2024-11-13 11:05:00+00:00,2024-11-13 11:09:00+00:00,2603.225,2604.73375,2599.45312,0.78,2604.785,SL,ENTRY,-127.14,-1.08,150.87500000001745,2024-11-13 11:04:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.61,1.034
65,SELL,2024-11-13 11:13:00+00:00,2024-11-13 11:15:00+00:00,2603.805,2605.31375,2600.03312,0.78,2601.765,TRAIL_SL,TRAILING,154.56,1.313,150.87500000001745,2024-11-13 11:12:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,2.26,0.053
66,SELL,2024-11-13 11:21:00+00:00,2024-11-13 11:26:00+00:00,2599.665,2601.17375,2595.89312,0.8,2597.935,TRAIL_SL,TRAILING,146.13,1.211,150.87500000001745,2024-11-13 11:20:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,2.094,0.066
68,SELL,2024-11-13 11:28:00+00:00,2024-11-13 11:28:00+00:00,2596.345,2597.85375,2592.57312,0.82,2597.875,SL,ENTRY,-131.2,-1.06,150.87500000001745,2024-11-13 11:27:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.133,1.014
67,SELL,2024-11-13 11:23:00+00:00,2024-11-13 11:29:00+00:00,2598.705,2600.21375,2594.93312,0.8,2597.885,TRAIL_SL,TRAILING,109.73,0.909,150.87500000001745,2024-11-13 11:22:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,2.128,0.55
69,SELL,2024-11-13 11:30:00+00:00,2024-11-13 11:33:00+00:00,2595.445,2596.95375,2591.67312,0.81,2591.87312,FULL_EXIT,TRAILING,221.79,1.815,150.87500000001745,2024-11-13 11:29:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,3.394,0.636
70,SELL,2024-11-13 11:32:00+00:00,2024-11-13 11:33:00+00:00,2594.375,2595.88375,2590.60312,0.81,2590.80312,FULL_EXIT,TRAILING,221.79,1.815,150.87500000001745,2024-11-13 11:31:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,2.684,0.219
71,SELL,2024-11-13 11:33:00+00:00,2024-11-13 11:33:00+00:00,2593.335,2594.84375,2589.56312,0.81,2593.425,TRAIL_SL,PARTIAL_CLOSED,75.32,0.616,150.87500000001745,2024-11-13 11:32:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,1.995,0.06
72,SELL,2024-11-13 11:35:00+00:00,2024-11-13 11:36:00+00:00,2588.775,2590.28375,2585.00312,0.88,2591.465,SL,ENTRY,-242.88,-1.829,150.87500000001745,2024-11-13 11:34:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.915,1.783
73,SELL,2024-11-13 11:39:00+00:00,2024-11-13 11:39:00+00:00,2589.015,2590.52375,2585.24312,0.85,2590.775,SL,ENTRY,-155.55,-1.213,150.87500000001745,2024-11-13 11:38:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.073,1.167
74,SELL,2024-11-13 11:54:00+00:00,2024-11-13 11:55:00+00:00,2589.255,2590.76375,2585.48312,0.83,2585.68312,FULL_EXIT,TRAILING,228.8,1.827,150.87500000001745,2024-11-13 11:53:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,2.996,0.166
75,SELL,2024-11-13 11:55:00+00:00,2024-11-13 11:55:00+00:00,2588.065,2589.57375,2584.29312,0.83,2588.115,TRAIL_SL,TRAILING,76.68,0.612,150.87500000001745,2024-11-13 11:54:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,2.207,0.033
76,SELL,2024-11-13 12:04:00+00:00,2024-11-13 12:06:00+00:00,2583.365,2584.87375,2579.59312,0.87,2585.085,SL,ENTRY,-155.73,-1.186,150.87500000001745,2024-11-13 12:03:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.497,1.14
77,SELL,2024-11-13 12:08:00+00:00,2024-11-13 12:10:00+00:00,2584.165,2585.67375,2580.39312,0.85,2584.325,TRAIL_SL,BREAKEVEN,-19.55,-0.152,150.87500000001745,2024-11-13 12:07:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,1.054,0.57
79,SELL,2024-11-13 12:11:00+00:00,2024-11-13 12:11:00+00:00,2583.215,2584.72375,2579.44312,0.85,2583.275,TRAIL_SL,BREAKEVEN,-11.05,-0.086,150.87500000001745,2024-11-13 12:10:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,1.133,0.04
78,SELL,2024-11-13 12:09:00+00:00,2024-11-13 12:13:00+00:00,2583.655,2585.16375,2579.88312,0.85,2581.745,TRAIL_SL,TRAILING,162.83,1.27,150.87500000001745,2024-11-13 12:08:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,2.22,0.908
80,SELL,2024-11-13 12:14:00+00:00,2024-11-13 12:15:00+00:00,2580.845,2582.35375,2577.07312,0.87,2582.935,SL,ENTRY,-187.92,-1.432,150.87500000001745,2024-11-13 12:13:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.749,1.385
81,SELL,2024-11-13 12:18:00+00:00,2024-11-13 12:18:00+00:00,2581.985,2583.49375,2578.21312,0.84,2583.535,SL,ENTRY,-136.08,-1.074,150.87500000001745,2024-11-13 12:17:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.02,1.027
82,SELL,2024-11-13 12:20:00+00:00,2024-11-13 12:26:00+00:00,2581.895,2583.40375,2578.12312,0.82,2578.32312,FULL_EXIT,TRAILING,225.3,1.821,150.87500000001745,2024-11-13 12:19:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,2.771,0.278
83,SELL,2024-11-13 12:21:00+00:00,2024-11-13 12:26:00+00:00,2581.515,2583.02375,2577.74312,0.82,2577.94312,FULL_EXIT,TRAILING,225.3,1.821,150.87500000001745,2024-11-13 12:20:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,2.519,0.245
84,SELL,2024-11-13 12:35:00+00:00,2024-11-13 12:37:00+00:00,2580.615,2582.12375,2576.84312,0.88,2582.515,SL,ENTRY,-173.36,-1.306,150.87500000001745,2024-11-13 12:34:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.318,1.259
85,SELL,2024-11-13 12:36:00+00:00,2024-11-13 12:37:00+00:00,2580.205,2581.71375,2576.43312,0.88,2582.515,SL,ENTRY,-209.44,-1.577,150.87500000001745,2024-11-13 12:35:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.046,1.531
87,SELL,2024-11-13 12:45:00+00:00,2024-11-13 12:51:00+00:00,2582.005,2583.51375,2578.23312,0.83,2583.525,SL,ENTRY,-131.97,-1.054,150.87500000001745,2024-11-13 12:44:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.272,1.007
88,SELL,2024-11-13 12:49:00+00:00,2024-11-13 12:51:00+00:00,2581.945,2583.45375,2578.17312,0.83,2583.525,SL,ENTRY,-136.95,-1.094,150.87500000001745,2024-11-13 12:48:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.205,1.047
