trade_id,action,open_time,close_time,entry_price,initial_sl,tp,lot_size,close_price,close_reason,stage_at_close,pnl_usd,r_multiple,initial_risk_points,signal_time,h1_bias,h4_bias,integrated_bias,bias_alignment,session_label,day_of_week,mfe_r,mae_r
17,SELL,2025-12-29 19:56:00+00:00,2025-12-29 19:57:00+00:00,4321.87,4327.33536,4308.20661,0.34,4328.59,SL,ENTRY,-230.86,-1.242,546.535714285707,2025-12-29 19:55:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,NEW_YORK,Monday,0.0,1.23
18,BUY,2025-12-29 19:58:00+00:00,2025-12-29 20:26:00+00:00,4328.79,4323.32464,4342.45339,0.33,4328.42,TRAIL_SL,BREAKEVEN,-14.52,-0.081,546.535714285707,2025-12-29 19:57:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,NEW_YORK,Monday,1.1,0.514
19,BUY,2025-12-29 20:12:00+00:00,2025-12-29 20:27:00+00:00,4331.63,4326.16464,4345.29339,0.33,4325.17,SL,ENTRY,-215.49,-1.195,546.535714285707,2025-12-29 20:11:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,NEW_YORK,Monday,0.58,1.182
20,SELL,2025-12-30 08:37:00+00:00,2025-12-30 09:14:00+00:00,4361.32,4366.78536,4347.65661,0.32,4368.69,SL,ENTRY,-238.08,-1.361,546.535714285707,2025-12-30 08:36:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Tuesday,0.393,1.348
21,SELL,2025-12-30 08:56:00+00:00,2025-12-30 09:14:00+00:00,4361.95,4367.41536,4348.28661,0.32,4368.69,SL,ENTRY,-217.92,-1.246,546.535714285707,2025-12-30 08:55:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Tuesday,0.509,1.233
22,SELL,2025-12-30 09:05:00+00:00,2025-12-30 09:15:00+00:00,4363.52,4368.98536,4349.85661,0.32,4370.93,SL,ENTRY,-239.36,-1.369,546.535714285707,2025-12-30 09:04:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Tuesday,0.796,1.356
23,BUY,2025-12-30 09:14:00+00:00,2025-12-30 09:23:00+00:00,4366.61,4361.14464,4380.27339,0.32,4365.9,TRAIL_SL,BREAKEVEN,-24.96,-0.143,546.535714285707,2025-12-30 09:13:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Tuesday,1.072,0.13
24,BUY,2025-12-30 10:11:00+00:00,2025-12-30 10:19:00+00:00,4373.61,4368.14464,4387.27339,0.3,4366.63,SL,ENTRY,-211.5,-1.29,546.535714285707,2025-12-30 10:10:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Tuesday,0.0,1.277
25,BUY,2025-12-30 11:38:00+00:00,2025-12-30 12:30:00+00:00,4371.51,4366.04464,4385.17339,0.29,4384.97339,FULL_EXIT,TRAILING,311.89,1.968,546.535714285707,2025-12-30 11:37:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Tuesday,3.063,0.776
26,BUY,2025-12-30 11:51:00+00:00,2025-12-30 12:30:00+00:00,4370.69,4365.22464,4384.35339,0.29,4384.15339,FULL_EXIT,TRAILING,311.89,1.968,546.535714285707,2025-12-30 11:50:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Tuesday,3.213,0.536
28,BUY,2025-12-30 13:18:00+00:00,2025-12-30 13:44:00+00:00,4389.36,4383.89464,4403.02339,0.31,4383.77,SL,ENTRY,-175.46,-1.036,546.535714285707,2025-12-30 13:17:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,OVERLAP,Tuesday,0.042,1.023
27,BUY,2025-12-30 12:55:00+00:00,2025-12-30 13:48:00+00:00,4383.48,4378.01464,4397.14339,0.31,4383.0,TRAIL_SL,BREAKEVEN,-17.05,-0.101,546.535714285707,2025-12-30 12:54:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Tuesday,1.241,0.307
29,BUY,2025-12-30 13:30:00+00:00,2025-12-30 13:48:00+00:00,4389.18,4383.71464,4402.84339,0.31,4383.0,SL,ENTRY,-193.75,-1.144,546.535714285707,2025-12-30 13:29:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,OVERLAP,Tuesday,0.037,1.131
30,BUY,2025-12-30 14:59:00+00:00,2025-12-30 15:19:00+00:00,4399.81,4394.34464,4413.47339,0.3,4391.32,SL,ENTRY,-256.8,-1.566,546.535714285707,2025-12-30 14:58:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,OVERLAP,Tuesday,0.812,1.553
31,SELL,2025-12-30 15:31:00+00:00,2025-12-30 15:33:00+00:00,4388.84,4394.30536,4375.17661,0.29,4381.77,TRAIL_SL,TRAILING,215.99,1.363,546.535714285707,2025-12-30 15:30:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,OVERLAP,Tuesday,2.208,0.066
33,BUY,2025-12-30 16:13:00+00:00,2025-12-30 16:17:00+00:00,4388.97,4383.50464,4402.63339,0.3,4381.12,SL,ENTRY,-237.6,-1.449,546.535714285707,2025-12-30 16:12:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,OVERLAP,Tuesday,0.0,1.436
32,SELL,2025-12-30 16:12:00+00:00,2025-12-30 16:29:00+00:00,4385.37,4390.83536,4371.70661,0.3,4391.29,SL,ENTRY,-179.7,-1.096,546.535714285707,2025-12-30 16:11:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,OVERLAP,Tuesday,0.8,1.083
34,SELL,2025-12-30 16:34:00+00:00,2025-12-30 16:38:00+00:00,4381.62,4387.08536,4367.95661,0.28,4382.54,TRAIL_SL,BREAKEVEN,-27.72,-0.181,546.535714285707,2025-12-30 16:33:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,OVERLAP,Tuesday,1.449,0.355
35,SELL,2025-12-30 17:03:00+00:00,2025-12-30 17:05:00+00:00,4363.91,4369.37536,4350.24661,0.28,4369.57,SL,ENTRY,-160.44,-1.048,546.535714285707,2025-12-30 17:02:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,NEW_YORK,Tuesday,0.545,1.036
36,SELL,2025-12-30 17:26:00+00:00,2025-12-30 17:37:00+00:00,4371.12,4376.58536,4357.45661,0.27,4371.55,TRAIL_SL,PARTIAL_CLOSED,104.49,0.708,546.535714285707,2025-12-30 17:25:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,NEW_YORK,Tuesday,1.954,0.079
37,SELL,2025-12-30 17:44:00+00:00,2025-12-30 17:49:00+00:00,4360.78,4366.24536,4347.11661,0.28,4366.87,SL,ENTRY,-172.48,-1.127,546.535714285707,2025-12-30 17:43:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,NEW_YORK,Tuesday,0.0,1.114
38,SELL,2025-12-30 18:01:00+00:00,2025-12-30 18:16:00+00:00,4362.39,4367.85536,4348.72661,0.27,4363.31,TRAIL_SL,BREAKEVEN,-26.73,-0.181,546.535714285707,2025-12-30 18:00:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,NEW_YORK,Tuesday,1.37,0.542
39,BUY,2025-12-30 19:27:00+00:00,2025-12-30 19:37:00+00:00,4375.75,4370.28464,4389.41339,0.27,4370.05,SL,ENTRY,-155.79,-1.056,546.535714285707,2025-12-30 19:26:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,NEW_YORK,Tuesday,0.095,1.043
40,BUY,2025-12-30 20:27:00+00:00,2025-12-30 20:38:00+00:00,4371.96,4366.49464,4385.62339,0.27,4365.82,SL,ENTRY,-167.67,-1.136,546.535714285707,2025-12-30 20:26:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,NEW_YORK,Tuesday,0.046,1.123
41,SELL,2025-12-30 20:56:00+00:00,2025-12-30 21:47:00+00:00,4364.3,4369.76536,4350.63661,0.26,4358.02,TRAIL_SL,TRAILING,183.79,1.293,546.535714285707,2025-12-30 20:55:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,NEW_YORK,Tuesday,2.051,0.679
42,SELL,2025-12-31 08:28:00+00:00,2025-12-31 08:29:00+00:00,4302.39,4307.85536,4288.72661,0.27,4308.95,SL,ENTRY,-179.01,-1.213,546.535714285707,2025-12-31 08:27:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Wednesday,0.095,1.2
43,BUY,2025-12-31 09:15:00+00:00,2025-12-31 10:07:00+00:00,4331.05,4325.58464,4344.71339,0.26,4325.28,SL,ENTRY,-151.84,-1.069,546.535714285707,2025-12-31 09:14:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Wednesday,0.726,1.056
44,SELL,2025-12-31 10:06:00+00:00,2025-12-31 10:19:00+00:00,4327.55,4333.01536,4313.88661,0.26,4327.48,TRAIL_SL,BREAKEVEN,0.0,0.0,546.535714285707,2025-12-31 10:05:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Wednesday,1.338,0.19
45,SELL,2025-12-31 11:18:00+00:00,2025-12-31 11:21:00+00:00,4313.15,4318.61536,4299.48661,0.25,4318.66,SL,ENTRY,-139.5,-1.021,546.535714285707,2025-12-31 11:17:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Wednesday,0.406,1.008
46,BUY,2025-12-31 11:24:00+00:00,2025-12-31 11:43:00+00:00,4320.5,4315.03464,4334.16339,0.25,4333.96339,FULL_EXIT,TRAILING,269.25,1.971,546.535714285707,2025-12-31 11:23:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Wednesday,2.909,0.19
47,BUY,2025-12-31 12:05:00+00:00,2025-12-31 12:12:00+00:00,4330.35,4324.88464,4344.01339,0.26,4324.66,SL,ENTRY,-149.76,-1.054,546.535714285707,2025-12-31 12:04:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Wednesday,0.199,1.041
48,SELL,2025-12-31 12:22:00+00:00,2025-12-31 12:30:00+00:00,4326.51,4331.97536,4312.84661,0.25,4313.04661,FULL_EXIT,TRAILING,269.25,1.971,546.535714285707,2025-12-31 12:21:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Wednesday,3.039,0.124
49,SELL,2025-12-31 12:58:00+00:00,2025-12-31 13:07:00+00:00,4306.04,4311.50536,4292.37661,0.26,4311.77,SL,ENTRY,-150.8,-1.061,546.535714285707,2025-12-31 12:57:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Wednesday,0.357,1.048
50,BUY,2025-12-31 13:46:00+00:00,2025-12-31 14:02:00+00:00,4313.99,4308.52464,4327.65339,0.26,4308.21,SL,ENTRY,-152.1,-1.07,546.535714285707,2025-12-31 13:45:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,OVERLAP,Wednesday,0.445,1.058
51,SELL,2025-12-31 13:56:00+00:00,2025-12-31 14:35:00+00:00,4311.51,4316.97536,4297.84661,0.26,4312.1,TRAIL_SL,PARTIAL_CLOSED,94.48,0.665,546.535714285707,2025-12-31 13:55:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,OVERLAP,Wednesday,1.522,0.483
52,SELL,2025-12-31 14:19:00+00:00,2025-12-31 14:37:00+00:00,4308.42,4313.88536,4294.75661,0.25,4314.39,SL,ENTRY,-151.0,-1.105,546.535714285707,2025-12-31 14:18:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,OVERLAP,Wednesday,0.957,1.092
53,BUY,2025-12-31 14:31:00+00:00,2025-12-31 15:05:00+00:00,4309.88,4304.41464,4323.54339,0.25,4309.62,TRAIL_SL,PARTIAL_CLOSED,90.85,0.665,546.535714285707,2025-12-31 14:30:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,OVERLAP,Wednesday,1.522,0.322
54,SELL,2025-12-31 15:06:00+00:00,2025-12-31 15:16:00+00:00,4309.67,4315.13536,4296.00661,0.25,4315.28,SL,ENTRY,-142.0,-1.039,546.535714285707,2025-12-31 15:05:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,OVERLAP,Wednesday,0.289,1.026
55,BUY,2025-12-31 16:16:00+00:00,2025-12-31 16:21:00+00:00,4342.84,4337.37464,4356.50339,0.25,4336.46,SL,ENTRY,-161.25,-1.18,546.535714285707,2025-12-31 16:15:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,OVERLAP,Wednesday,0.375,1.167
56,BUY,2025-12-31 16:32:00+00:00,2025-12-31 16:39:00+00:00,4344.2,4338.73464,4357.86339,0.24,4336.28,SL,ENTRY,-191.76,-1.462,546.535714285707,2025-12-31 16:31:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,OVERLAP,Wednesday,0.827,1.449
57,SELL,2025-12-31 16:41:00+00:00,2025-12-31 16:44:00+00:00,4337.41,4342.87536,4323.74661,0.24,4344.38,SL,ENTRY,-168.96,-1.288,546.535714285707,2025-12-31 16:40:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,OVERLAP,Wednesday,0.822,1.275
58,BUY,2025-12-31 16:47:00+00:00,2025-12-31 17:01:00+00:00,4347.99,4342.52464,4361.65339,0.23,4340.95,SL,ENTRY,-163.53,-1.301,546.535714285707,2025-12-31 16:46:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,OVERLAP,Wednesday,0.981,1.288
59,SELL,2025-12-31 17:02:00+00:00,2025-12-31 17:10:00+00:00,4342.01,4347.47536,4328.34661,0.22,4335.07,TRAIL_SL,TRAILING,162.78,1.354,546.535714285707,2025-12-31 17:01:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,NEW_YORK,Wednesday,2.309,0.37
60,SELL,2025-12-31 17:22:00+00:00,2025-12-31 17:24:00+00:00,4328.52,4333.98536,4314.85661,0.23,4334.2,SL,ENTRY,-132.25,-1.052,546.535714285707,2025-12-31 17:21:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,NEW_YORK,Wednesday,0.229,1.039
61,SELL,2025-12-31 17:39:00+00:00,2025-12-31 17:52:00+00:00,4336.33,4341.79536,4322.66661,0.22,4336.48,TRAIL_SL,PARTIAL_CLOSED,84.79,0.705,546.535714285707,2025-12-31 17:38:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,NEW_YORK,Wednesday,1.628,0.192
62,SELL,2025-12-31 18:05:00+00:00,2025-12-31 18:19:00+00:00,4328.06,4333.52536,4314.39661,0.23,4329.37,TRAIL_SL,BREAKEVEN,-31.74,-0.252,546.535714285707,2025-12-31 18:04:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,NEW_YORK,Wednesday,1.136,0.743
63,SELL,2025-12-31 19:08:00+00:00,2025-12-31 19:35:00+00:00,4321.48,4326.94536,4307.81661,0.23,4327.92,SL,ENTRY,-149.73,-1.191,546.535714285707,2025-12-31 19:07:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,NEW_YORK,Wednesday,0.622,1.178
64,BUY,2025-12-31 20:03:00+00:00,2025-12-31 20:21:00+00:00,4325.93,4320.46464,4339.59339,0.22,4325.7,TRAIL_SL,BREAKEVEN,-6.6,-0.055,546.535714285707,2025-12-31 20:02:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,NEW_YORK,Wednesday,1.036,0.448
65,BUY,2025-12-31 20:15:00+00:00,2025-12-31 20:31:00+00:00,4327.89,4322.42464,4341.55339,0.22,4322.04,SL,ENTRY,-130.24,-1.083,546.535714285707,2025-12-31 20:14:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,NEW_YORK,Wednesday,0.677,1.07
66,BUY,2025-12-31 20:30:00+00:00,2025-12-31 20:31:00+00:00,4328.86,4323.39464,4342.52339,0.22,4322.04,SL,ENTRY,-151.58,-1.261,546.535714285707,2025-12-31 20:29:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,NEW_YORK,Wednesday,0.044,1.248
67,BUY,2025-12-31 20:41:00+00:00,2025-12-31 20:46:00+00:00,4325.54,4320.07464,4339.20339,0.21,4317.15,SL,ENTRY,-177.66,-1.548,546.535714285707,2025-12-31 20:40:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,NEW_YORK,Wednesday,0.084,1.535
69,SELL,2026-01-02 08:17:00+00:00,2026-01-02 08:21:00+00:00,4373.61,4379.07536,4359.94661,0.2,4379.43,SL,ENTRY,-117.8,-1.078,546.535714285707,2026-01-02 08:16:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Friday,0.005,1.065
70,BUY,2026-01-02 08:21:00+00:00,2026-01-02 09:10:00+00:00,4378.08,4372.61464,4391.74339,0.2,4372.37,SL,ENTRY,-115.6,-1.058,546.535714285707,2026-01-02 08:20:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Friday,0.366,1.045
68,SELL,2026-01-02 08:02:00+00:00,2026-01-02 09:14:00+00:00,4377.94,4383.40536,4364.27661,0.2,4378.0,TRAIL_SL,BREAKEVEN,-2.6,-0.024,546.535714285707,2026-01-02 08:01:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Friday,1.019,0.392
73,BUY,2026-01-02 09:15:00+00:00,2026-01-02 09:24:00+00:00,4377.58,4372.11464,4391.24339,0.2,4371.99,SL,ENTRY,-113.2,-1.036,546.535714285707,2026-01-02 09:14:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Friday,0.0,1.023
72,SELL,2026-01-02 09:11:00+00:00,2026-01-02 09:33:00+00:00,4372.86,4378.32536,4359.19661,0.2,4378.83,SL,ENTRY,-120.8,-1.105,546.535714285707,2026-01-02 09:10:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Friday,0.159,1.092
74,SELL,2026-01-02 09:21:00+00:00,2026-01-02 09:34:00+00:00,4373.43,4378.89536,4359.76661,0.2,4380.09,SL,ENTRY,-134.6,-1.231,546.535714285707,2026-01-02 09:20:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Friday,0.263,1.219
71,SELL,2026-01-02 08:54:00+00:00,2026-01-02 09:35:00+00:00,4374.68,4380.14536,4361.01661,0.2,4380.54,SL,ENTRY,-118.6,-1.085,546.535714285707,2026-01-02 08:53:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Friday,0.492,1.072
75,SELL,2026-01-02 11:21:00+00:00,2026-01-02 12:37:00+00:00,4386.4,4391.86536,4372.73661,0.18,4393.54,SL,ENTRY,-129.78,-1.319,546.535714285707,2026-01-02 11:20:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Friday,0.564,1.306
76,SELL,2026-01-02 11:40:00+00:00,2026-01-02 12:37:00+00:00,4387.04,4392.50536,4373.37661,0.18,4393.54,SL,ENTRY,-118.26,-1.202,546.535714285707,2026-01-02 11:39:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Friday,0.448,1.189
78,SELL,2026-01-02 11:57:00+00:00,2026-01-02 12:37:00+00:00,4386.45,4391.91536,4372.78661,0.18,4393.54,SL,ENTRY,-128.88,-1.31,546.535714285707,2026-01-02 11:56:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Friday,0.34,1.297
77,BUY,2026-01-02 11:45:00+00:00,2026-01-02 14:41:00+00:00,4389.06,4383.59464,4402.72339,0.18,4386.08,TRAIL_SL,PARTIAL_CLOSED,43.9,0.446,546.535714285707,2026-01-02 11:44:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Friday,1.874,0.818
79,BUY,2026-01-02 12:21:00+00:00,2026-01-02 14:41:00+00:00,4390.04,4384.57464,4403.70339,0.18,4386.08,TRAIL_SL,PARTIAL_CLOSED,35.08,0.357,546.535714285707,2026-01-02 12:20:00+00:00,BULLISH,NO_CONFLUENCE,NO_CONFLUENCE,NO_CONFLUENCE,LONDON,Friday,1.694,0.942
