trade_id,action,open_time,close_time,entry_price,initial_sl,tp,lot_size,close_price,close_reason,stage_at_close,pnl_usd,r_multiple,initial_risk_points,signal_time,h1_bias,h4_bias,integrated_bias,bias_alignment,session_label,day_of_week,mfe_r,mae_r
11,SELL,2024-10-02 08:17:00+00:00,2024-10-02 08:18:00+00:00,2646.375,2647.28025,2644.11187,2.14,2647.475,SL,ENTRY,-250.38,-1.292,90.52500000001048,2024-10-02 08:16:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.431,1.215
12,SELL,2024-10-02 08:29:00+00:00,2024-10-02 08:29:00+00:00,2644.405,2645.31025,2642.14187,2.09,2645.955,SL,ENTRY,-338.58,-1.79,90.52500000001048,2024-10-02 08:28:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.836,1.712
13,SELL,2024-10-02 08:45:00+00:00,2024-10-02 08:46:00+00:00,2649.314,2650.21925,2647.05087,2.01,2649.435,TRAIL_SL,PARTIAL_CLOSED,89.5,0.492,90.52500000001048,2024-10-02 08:44:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,1.545,0.852
14,SELL,2024-10-02 10:40:00+00:00,2024-10-02 10:40:00+00:00,2653.858,2654.76325,2651.59487,2.03,2655.104,SL,ENTRY,-267.15,-1.454,90.52500000001048,2024-10-02 10:39:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.379,1.376
15,SELL,2024-10-02 10:48:00+00:00,2024-10-02 10:53:00+00:00,2652.478,2653.38325,2650.21487,1.97,2652.895,TRAIL_SL,BREAKEVEN,-95.94,-0.538,90.52500000001048,2024-10-02 10:47:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,1.428,0.682
16,SELL,2024-10-02 11:42:00+00:00,2024-10-02 11:43:00+00:00,2647.645,2648.55025,2645.38187,1.95,2648.675,SL,ENTRY,-214.5,-1.215,90.52500000001048,2024-10-02 11:41:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.066,1.138
17,SELL,2024-10-02 18:00:00+00:00,2024-10-02 18:00:00+00:00,2657.985,2658.89025,2655.72187,1.9,2659.248,SL,ENTRY,-253.27,-1.473,90.52500000001048,2024-10-02 16:59:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Wednesday,0.129,1.395
18,SELL,2024-10-02 18:29:00+00:00,2024-10-02 18:34:00+00:00,2658.925,2659.83025,2656.66187,1.85,2659.875,SL,ENTRY,-188.7,-1.127,90.52500000001048,2024-10-02 18:28:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,NEW_YORK,Wednesday,0.133,1.049
19,SELL,2024-10-02 20:48:00+00:00,2024-10-02 21:16:00+00:00,2657.865,2658.77025,2655.60187,1.81,2658.445,TRAIL_SL,BREAKEVEN,-117.65,-0.718,90.52500000001048,2024-10-02 20:47:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,NEW_YORK,Wednesday,1.425,0.641
20,SELL,2024-10-03 08:35:00+00:00,2024-10-03 08:35:00+00:00,2647.938,2648.84325,2645.67487,1.78,2648.535,TRAIL_SL,BREAKEVEN,-118.73,-0.737,90.52500000001048,2024-10-03 08:34:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Thursday,1.263,0.659
21,SELL,2024-10-03 10:41:00+00:00,2024-10-03 10:42:00+00:00,2648.045,2648.95025,2645.78187,1.75,2648.175,TRAIL_SL,BREAKEVEN,-35.0,-0.221,90.52500000001048,2024-10-03 10:40:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Thursday,1.326,0.552
22,SELL,2024-10-03 11:58:00+00:00,2024-10-03 12:00:00+00:00,2648.085,2648.99025,2645.82187,1.75,2649.155,SL,ENTRY,-199.5,-1.259,90.52500000001048,2024-10-03 11:57:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Thursday,0.107,1.182
23,SELL,2024-10-03 13:30:00+00:00,2024-10-03 13:30:00+00:00,2658.828,2659.73325,2656.56487,1.7,2659.965,SL,ENTRY,-205.19,-1.333,90.52500000001048,2024-10-03 13:29:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Thursday,0.0,1.256
24,SELL,2024-10-03 14:05:00+00:00,2024-10-03 14:07:00+00:00,2655.645,2656.55025,2653.38187,1.66,2656.748,SL,ENTRY,-194.72,-1.296,90.52500000001048,2024-10-03 14:04:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Thursday,0.077,1.218
25,SELL,2024-10-03 15:31:00+00:00,2024-10-03 15:41:00+00:00,2657.998,2658.90325,2655.73487,1.61,2659.008,SL,ENTRY,-173.88,-1.193,90.52500000001048,2024-10-03 15:30:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Thursday,0.302,1.116
26,SELL,2024-10-03 15:47:00+00:00,2024-10-03 15:50:00+00:00,2657.358,2658.26325,2655.09487,1.58,2658.455,SL,ENTRY,-184.39,-1.289,90.52500000001048,2024-10-03 15:46:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Thursday,0.122,1.212
28,SELL,2024-10-03 16:13:00+00:00,2024-10-03 16:39:00+00:00,2657.338,2658.24325,2655.07487,1.53,2657.315,TRAIL_SL,BREAKEVEN,-7.19,-0.052,90.52500000001048,2024-10-03 16:12:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Thursday,1.149,0.066
27,SELL,2024-10-03 16:00:00+00:00,2024-10-03 18:00:00+00:00,2657.765,2658.67025,2655.50187,1.53,2655.70187,FULL_EXIT,TRAILING,235.24,1.698,90.52500000001048,2024-10-03 15:59:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Thursday,3.189,0.055
29,SELL,2024-10-03 19:25:00+00:00,2024-10-03 19:56:00+00:00,2655.448,2656.35325,2653.18487,1.58,2655.608,TRAIL_SL,BREAKEVEN,-36.34,-0.254,90.52500000001048,2024-10-03 19:24:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,NEW_YORK,Thursday,1.403,0.177
30,SELL,2024-10-03 20:37:00+00:00,2024-10-03 20:59:00+00:00,2656.075,2656.98025,2653.81187,1.58,2657.105,SL,ENTRY,-173.8,-1.215,90.52500000001048,2024-10-03 20:36:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,NEW_YORK,Thursday,0.84,1.138
31,SELL,2024-10-04 08:01:00+00:00,2024-10-04 08:04:00+00:00,2659.615,2660.52025,2657.35187,1.54,2658.308,TRAIL_SL,TRAILING,179.02,1.284,90.52500000001048,2024-10-04 08:00:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Friday,2.044,0.098
32,SELL,2024-10-04 08:26:00+00:00,2024-10-04 08:30:00+00:00,2656.805,2657.71025,2654.54187,1.58,2654.74187,FULL_EXIT,TRAILING,243.4,1.702,90.52500000001048,2024-10-04 08:25:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Friday,18.666,0.718
33,SELL,2024-10-04 08:52:00+00:00,2024-10-04 08:53:00+00:00,2638.498,2639.40325,2636.23487,1.63,2639.088,TRAIL_SL,PARTIAL_CLOSED,34.0,0.23,90.52500000001048,2024-10-04 08:51:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Friday,1.655,0.652
34,SELL,2024-10-04 10:03:00+00:00,2024-10-04 10:04:00+00:00,2649.795,2650.70025,2647.53187,1.64,2650.125,TRAIL_SL,BREAKEVEN,-65.6,-0.442,90.52500000001048,2024-10-04 10:02:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Friday,1.292,0.401
35,SELL,2024-10-04 10:23:00+00:00,2024-10-04 10:23:00+00:00,2647.898,2648.80325,2645.63487,1.62,2648.305,TRAIL_SL,PARTIAL_CLOSED,49.48,0.337,90.52500000001048,2024-10-04 10:22:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Friday,1.679,0.45
36,SELL,2024-10-04 12:06:00+00:00,2024-10-04 12:06:00+00:00,2651.735,2652.64025,2649.47187,1.64,2653.335,SL,ENTRY,-273.88,-1.845,90.52500000001048,2024-10-04 12:05:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Friday,0.0,1.767
37,SELL,2024-10-04 12:23:00+00:00,2024-10-04 12:23:00+00:00,2650.645,2651.55025,2648.38187,1.58,2650.695,TRAIL_SL,PARTIAL_CLOSED,76.46,0.535,90.52500000001048,2024-10-04 12:22:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Friday,1.779,0.055
38,SELL,2024-10-04 13:01:00+00:00,2024-10-04 13:04:00+00:00,2644.438,2645.34325,2642.17487,1.59,2646.575,SL,ENTRY,-350.91,-2.438,90.52500000001048,2024-10-04 13:00:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Friday,0.721,2.361
39,SELL,2024-10-04 13:29:00+00:00,2024-10-04 13:29:00+00:00,2646.468,2647.37325,2644.20487,1.51,2647.964,SL,ENTRY,-236.47,-1.73,90.52500000001048,2024-10-04 13:28:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Friday,0.011,1.653
40,SELL,2024-10-04 13:39:00+00:00,2024-10-04 13:39:00+00:00,2645.405,2646.31025,2643.14187,1.46,2646.405,SL,ENTRY,-156.22,-1.182,90.52500000001048,2024-10-04 13:38:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Friday,0.0,1.105
41,SELL,2024-10-04 14:52:00+00:00,2024-10-04 15:00:00+00:00,2646.398,2647.30325,2644.13487,1.43,2644.33487,FULL_EXIT,TRAILING,220.74,1.705,90.52500000001048,2024-10-04 14:51:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Friday,3.063,0.453
42,SELL,2024-10-06 18:02:00+00:00,2024-10-06 18:02:00+00:00,2649.715,2650.62025,2647.45187,1.48,2651.375,SL,ENTRY,-256.04,-1.911,90.52500000001048,2024-10-06 18:01:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,NEW_YORK,Sunday,0.011,1.834
43,SELL,2024-10-06 18:51:00+00:00,2024-10-06 19:00:00+00:00,2650.545,2651.45025,2648.28187,1.42,2650.634,TRAIL_SL,BREAKEVEN,-22.58,-0.176,90.52500000001048,2024-10-06 18:50:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,NEW_YORK,Sunday,1.084,0.597
44,SELL,2024-10-06 19:01:00+00:00,2024-10-06 19:06:00+00:00,2649.634,2650.53925,2647.37087,1.41,2650.898,SL,ENTRY,-188.09,-1.474,90.52500000001048,2024-10-06 19:00:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,NEW_YORK,Sunday,0.117,1.396
45,SELL,2024-10-06 19:37:00+00:00,2024-10-06 19:44:00+00:00,2650.525,2651.43025,2648.26187,1.37,2651.515,SL,ENTRY,-145.22,-1.171,90.52500000001048,2024-10-06 19:36:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,NEW_YORK,Sunday,0.0,1.094
46,SELL,2024-10-06 19:47:00+00:00,2024-10-06 19:54:00+00:00,2649.845,2650.75025,2647.58187,1.34,2650.925,SL,ENTRY,-154.1,-1.27,90.52500000001048,2024-10-06 19:46:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,NEW_YORK,Sunday,0.022,1.193
47,SELL,2024-10-06 20:02:00+00:00,2024-10-06 20:09:00+00:00,2649.695,2650.60025,2647.43187,1.31,2649.795,TRAIL_SL,PARTIAL_CLOSED,60.75,0.512,90.52500000001048,2024-10-06 20:01:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,NEW_YORK,Sunday,1.502,0.11
48,SELL,2024-10-07 10:21:00+00:00,2024-10-07 10:24:00+00:00,2643.265,2644.17025,2641.00187,1.32,2642.575,TRAIL_SL,TRAILING,112.72,0.943,90.52500000001048,2024-10-07 10:20:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Monday,2.272,0.519
49,SELL,2024-10-07 10:58:00+00:00,2024-10-07 10:59:00+00:00,2643.455,2644.36025,2641.19187,1.35,2641.39187,FULL_EXIT,TRAILING,207.51,1.698,90.52500000001048,2024-10-07 10:57:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Monday,3.038,0.081
50,SELL,2024-10-07 12:27:00+00:00,2024-10-07 12:30:00+00:00,2642.915,2643.82025,2640.65187,1.39,2644.465,SL,ENTRY,-225.18,-1.79,90.52500000001048,2024-10-07 12:26:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Monday,0.453,1.712
51,SELL,2024-10-07 12:44:00+00:00,2024-10-07 12:45:00+00:00,2643.195,2644.10025,2640.93187,1.34,2644.325,SL,ENTRY,-160.8,-1.326,90.52500000001048,2024-10-07 12:43:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Monday,0.276,1.248
52,SELL,2024-10-07 14:26:00+00:00,2024-10-07 14:31:00+00:00,2645.118,2646.02325,2642.85487,1.31,2646.275,TRAIL_SL,BREAKEVEN,-160.74,-1.355,90.52500000001048,2024-10-07 14:25:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Monday,1.447,1.278
53,SELL,2024-10-07 15:11:00+00:00,2024-10-07 15:11:00+00:00,2640.475,2641.38025,2638.21187,1.27,2642.095,SL,ENTRY,-214.63,-1.867,90.52500000001048,2024-10-07 15:10:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Monday,0.0,1.79
54,SELL,2024-10-07 15:33:00+00:00,2024-10-07 15:37:00+00:00,2642.655,2643.56025,2640.39187,1.22,2643.648,SL,ENTRY,-129.69,-1.174,90.52500000001048,2024-10-07 15:32:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Monday,0.232,1.097
55,SELL,2024-10-07 16:38:00+00:00,2024-10-07 18:11:00+00:00,2642.588,2643.49325,2640.32487,1.19,2642.535,TRAIL_SL,BREAKEVEN,-2.02,-0.019,90.52500000001048,2024-10-07 16:37:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Monday,1.097,0.563
56,SELL,2024-10-07 16:58:00+00:00,2024-10-07 18:18:00+00:00,2642.455,2643.36025,2640.19187,1.19,2643.405,SL,ENTRY,-121.38,-1.127,90.52500000001048,2024-10-07 16:57:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Monday,0.95,1.049
57,SELL,2024-10-07 20:02:00+00:00,2024-10-07 20:08:00+00:00,2642.855,2643.76025,2640.59187,1.17,2643.974,SL,ENTRY,-139.11,-1.313,90.52500000001048,2024-10-07 20:01:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,NEW_YORK,Monday,0.273,1.236
58,SELL,2024-10-08 08:29:00+00:00,2024-10-08 08:30:00+00:00,2648.548,2649.45325,2646.28487,1.14,2646.48487,FULL_EXIT,TRAILING,175.62,1.702,90.52500000001048,2024-10-08 08:28:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,2.721,1.012
59,SELL,2024-10-08 09:06:00+00:00,2024-10-08 09:06:00+00:00,2644.995,2645.90025,2642.73187,1.18,2646.715,SL,ENTRY,-211.22,-1.977,90.52500000001048,2024-10-08 09:05:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,0.088,1.9
60,SELL,2024-10-08 11:24:00+00:00,2024-10-08 11:24:00+00:00,2612.315,2613.22025,2610.05187,1.13,2612.405,TRAIL_SL,PARTIAL_CLOSED,51.8,0.506,90.52500000001048,2024-10-08 11:23:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,1.598,0.099
61,SELL,2024-10-08 12:03:00+00:00,2024-10-08 12:05:00+00:00,2612.185,2613.09025,2609.92187,1.14,2613.475,SL,ENTRY,-155.04,-1.502,90.52500000001048,2024-10-08 12:02:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Tuesday,0.906,1.425
62,SELL,2024-10-08 13:02:00+00:00,2024-10-08 13:06:00+00:00,2606.825,2607.73025,2604.56187,1.11,2607.715,TRAIL_SL,PARTIAL_CLOSED,8.12,0.081,90.52500000001048,2024-10-08 13:01:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Tuesday,1.657,0.983
63,SELL,2024-10-08 18:45:00+00:00,2024-10-08 19:01:00+00:00,2621.084,2621.98925,2618.82087,1.11,2622.465,SL,ENTRY,-161.06,-1.603,90.52500000001048,2024-10-08 18:44:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,NEW_YORK,Tuesday,0.087,1.526
65,SELL,2024-10-08 20:26:00+00:00,2024-10-08 20:29:00+00:00,2621.778,2622.68325,2619.51487,1.07,2622.808,SL,ENTRY,-117.7,-1.215,90.52500000001048,2024-10-08 20:25:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,NEW_YORK,Tuesday,0.0,1.138
64,SELL,2024-10-08 19:55:00+00:00,2024-10-08 20:52:00+00:00,2622.235,2623.14025,2619.97187,1.07,2622.508,TRAIL_SL,BREAKEVEN,-36.7,-0.379,90.52500000001048,2024-10-08 19:54:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,NEW_YORK,Tuesday,1.292,0.95
66,SELL,2024-10-08 20:40:00+00:00,2024-10-08 21:00:00+00:00,2621.665,2622.57025,2619.40187,1.05,2622.035,TRAIL_SL,BREAKEVEN,-46.2,-0.486,90.52500000001048,2024-10-08 20:39:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,NEW_YORK,Tuesday,1.234,0.931
67,SELL,2024-10-08 21:00:00+00:00,2024-10-08 21:00:00+00:00,2620.985,2621.89025,2618.72187,1.04,2622.035,SL,ENTRY,-116.48,-1.237,90.52500000001048,2024-10-08 20:59:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,NEW_YORK,Tuesday,0.483,1.16
68,SELL,2024-10-09 08:21:00+00:00,2024-10-09 08:21:00+00:00,2618.925,2619.83025,2616.66187,1.0,2620.015,SL,ENTRY,-116.0,-1.281,90.52500000001048,2024-10-09 08:20:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.574,1.204
69,SELL,2024-10-09 09:07:00+00:00,2024-10-09 09:09:00+00:00,2617.215,2618.12025,2614.95187,0.98,2616.5,TRAIL_SL,TRAILING,84.91,0.957,90.52500000001048,2024-10-09 09:06:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,2.118,0.84
70,SELL,2024-10-09 10:08:00+00:00,2024-10-09 10:08:00+00:00,2609.435,2610.34025,2607.17187,1.0,2609.545,TRAIL_SL,BREAKEVEN,-18.0,-0.199,90.52500000001048,2024-10-09 10:07:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,1.259,0.122
71,SELL,2024-10-09 10:31:00+00:00,2024-10-09 10:31:00+00:00,2605.888,2606.79325,2603.62487,0.99,2606.875,SL,ENTRY,-104.64,-1.168,90.52500000001048,2024-10-09 10:30:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,0.777,1.09
72,SELL,2024-10-09 12:19:00+00:00,2024-10-09 12:20:00+00:00,2614.078,2614.98325,2611.81487,0.97,2614.075,TRAIL_SL,PARTIAL_CLOSED,48.94,0.557,90.52500000001048,2024-10-09 12:18:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Wednesday,1.55,0.372
73,SELL,2024-10-09 14:38:00+00:00,2024-10-09 14:47:00+00:00,2607.915,2608.82025,2605.65187,0.98,2607.845,TRAIL_SL,PARTIAL_CLOSED,53.31,0.601,90.52500000001048,2024-10-09 14:37:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Wednesday,1.668,0.099
74,SELL,2024-10-09 18:17:00+00:00,2024-10-09 18:50:00+00:00,2607.425,2608.33025,2605.16187,0.99,2608.485,SL,ENTRY,-111.87,-1.248,90.52500000001048,2024-10-09 18:16:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,NEW_YORK,Wednesday,0.0,1.171
75,SELL,2024-10-10 08:23:00+00:00,2024-10-10 08:28:00+00:00,2613.975,2614.88025,2611.71187,0.97,2614.048,TRAIL_SL,BREAKEVEN,-13.87,-0.158,90.52500000001048,2024-10-10 08:22:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Thursday,1.024,0.541
76,SELL,2024-10-10 09:32:00+00:00,2024-10-10 09:32:00+00:00,2616.894,2617.79925,2614.63087,0.96,2618.618,SL,ENTRY,-172.22,-1.982,90.52500000001048,2024-10-10 09:31:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Thursday,0.109,1.904
77,SELL,2024-10-10 10:52:00+00:00,2024-10-10 10:56:00+00:00,2624.328,2625.23325,2622.06487,0.92,2624.388,TRAIL_SL,PARTIAL_CLOSED,44.06,0.529,90.52500000001048,2024-10-10 10:51:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Thursday,1.772,0.803
78,SELL,2024-10-10 11:21:00+00:00,2024-10-10 11:21:00+00:00,2621.814,2622.71925,2619.55087,0.93,2623.294,SL,ENTRY,-144.15,-1.712,90.52500000001048,2024-10-10 11:20:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Thursday,0.144,1.635
79,SELL,2024-10-10 14:17:00+00:00,2024-10-10 14:19:00+00:00,2623.588,2624.49325,2621.32487,0.9,2625.185,SL,ENTRY,-150.03,-1.841,90.52500000001048,2024-10-10 14:16:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Thursday,0.103,1.764
81,SELL,2024-10-10 18:57:00+00:00,2024-10-10 19:01:00+00:00,2628.155,2629.06025,2625.89187,0.87,2629.148,SL,ENTRY,-92.48,-1.174,90.52500000001048,2024-10-10 18:56:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,NEW_YORK,Thursday,0.122,1.097
80,SELL,2024-10-10 18:01:00+00:00,2024-10-10 19:06:00+00:00,2628.805,2629.71025,2626.54187,0.87,2629.738,SL,ENTRY,-87.26,-1.108,90.52500000001048,2024-10-10 18:00:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,NEW_YORK,Thursday,0.895,1.031
82,SELL,2024-10-10 20:21:00+00:00,2024-10-10 20:24:00+00:00,2632.145,2633.05025,2629.88187,0.83,2633.528,SL,ENTRY,-120.6,-1.605,90.52500000001048,2024-10-10 20:20:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,NEW_YORK,Thursday,0.166,1.528
83,SELL,2024-10-10 20:32:00+00:00,2024-10-10 20:32:00+00:00,2631.955,2632.86025,2629.69187,0.8,2633.305,SL,ENTRY,-113.6,-1.569,90.52500000001048,2024-10-10 20:31:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,NEW_YORK,Thursday,0.0,1.491
84,SELL,2024-10-11 12:52:00+00:00,2024-10-11 12:56:00+00:00,2658.445,2659.35025,2656.18187,0.78,2659.845,SL,ENTRY,-114.66,-1.624,90.52500000001048,2024-10-11 12:51:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,LONDON,Friday,0.792,1.547
85,SELL,2024-10-11 13:35:00+00:00,2024-10-11 13:39:00+00:00,2656.858,2657.76325,2654.59487,0.75,2657.955,SL,ENTRY,-87.53,-1.289,90.52500000001048,2024-10-11 13:34:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Friday,0.799,1.212
86,SELL,2024-10-11 14:02:00+00:00,2024-10-11 14:02:00+00:00,2658.008,2658.91325,2655.74487,0.73,2658.928,SL,ENTRY,-72.27,-1.094,90.52500000001048,2024-10-11 14:01:00+00:00,BEARISH,BEARISH,BEARISH,ALIGNED,OVERLAP,Friday,0.0,1.016
